20181001|13136|V2.0
KTEF|KT25/75-A|0|
KTEF|KT25/75-R|0|
KTEF|KT25/75RMF|0|
KTEF|KT-AASIA-A|3|
KTEF|KT-AGRI|3|
KTEF|KT-ASEAN-A|3|
KTEF|KT-BOND|3|
KTEF|KT-BOND RMF|3|
KTEF|KT-CHINA RMF|3|
KTEF|KT-CLMVT-A|3|
KTEF|KT-CLMVT-D|3|
KTEF|KTEF-LTF|0|
KTEF|KTEF-RMF|0|
KTEF|KT-ENERGY|3|
KTEF|KT-EURO|3|
KTEF|KTFF174|3|
KTEF|KTFF37|3|
KTEF|KT-FINANCE|3|
KTEF|KTFIX-1Y3Y|2|
KTEF|KTFIXPLUS-A|1|
KTEF|KTFIXPLUS-D|1|
KTEF|KTFIXPLUS-I|1|
KTEF|KT-FLEX|0|
KTEF|KT-GMO-A|3|
KTEF|KT-GOLD|3|
KTEF|KT-GOLD RMF|3|
KTEF|KT-HEALTHC RMF|3|
KTEF|KT-HEALTHCARE-A|3|
KTEF|KT-HiDiv|0|
KTEF|KT-HiDiv RMF|0|
KTEF|KT-IGF-R|3|
KTEF|KTILB|3|
KTEF|KTILF|2|
KTEF|KT-INDIA-A|3|
KTEF|KT-INDIA-D|3|
KTEF|KT-JAPAN-A|3|
KTEF|KT-JAPAN-D|3|
KTEF|KTLF|0|
KTEF|KTLF70/30|0|
KTEF|KT-mai|0|
KTEF|KT-MINING|3|
KTEF|KTMSEQ|0|
KTEF|KT-OIL|3|
KTEF|KTOIL5-1|3|
KTEF|KT-PIF RMF|3|
KTEF|KT-PIF-A|3|
KTEF|KT-PIF-D|3|
KTEF|KTPLUS|2|
KTEF|KT-PRECIOUS|3|
KTEF|KT-PROPERTY|3|
KTEF|KT-PROPERTY RMF|3|
KTEF|KTSE|0|
KTEF|KTSE-LTF|0|
KTEF|KTSE-RMF|0|
KTEF|KT-SET50-A|0|
KTEF|KTSET50RMF|0|
KTEF|KTSF|0|
KTEF|KTSS|2|
KTEF|KT-ST|2|
KTEF|KTSTPLUS-A|2|
KTEF|KTSV|2|
KTEF|KT-US-A|3|
KTEF|KT-WCORP|3|
KTEF|KT-WEQ|3|
KTEF|KT-WEQ RMF|3|
KTEF|KTWG-A|3|
KTEF|RMF1|0|
KTEF|RMF2|1|
KTEF|RMF3|1|
KTEF|RMF4|2|
KTEF|TOF|3|
KTEF-LTF|KSET50LTF|0|
KTEF-LTF|KSLTF|0|
KTEF-LTF|KTLF|0|
KTEF-LTF|KTLF70/30|0|
KTEF-LTF|KTSE-LTF|0|
KTEF-RMF|KSRMF|0|
KTEF-RMF|KT25/75RMF|0|
KTEF-RMF|KT-GOLD RMF|3|
KTEF-RMF|KT-HiDiv RMF|0|
KTEF-RMF|KTSE-RMF|0|
KTEF-RMF|KTSET50RMF|0|
KTEF-RMF|RMF1|0|
KTEF-RMF|RMF2|1|
KTEF-RMF|RMF3|1|
KTEF-RMF|RMF4|2|
KT-ENERGY|KSET50LTF|4|
KT-ENERGY|KSLTF|4|
KT-ENERGY|KSRMF|4|
KT-ENERGY|KT25/75-A|4|
KT-ENERGY|KT25/75-R|4|
KT-ENERGY|KT25/75RMF|4|
KT-ENERGY|KT-AASIA-A|4|
KT-ENERGY|KT-AGRI|4|
KT-ENERGY|KT-ASEAN-A|4|
KT-ENERGY|KT-BOND|4|
KT-ENERGY|KT-BOND RMF|4|
KT-ENERGY|KT-CHINA RMF|4|
KT-ENERGY|KT-CLMVT-A|4|
KT-ENERGY|KT-CLMVT-D|4|
KT-ENERGY|KTEF|4|
KT-ENERGY|KTEF-LTF|4|
KT-ENERGY|KTEF-RMF|4|
KT-ENERGY|KT-EURO|4|
KT-ENERGY|KTFF174|4|
KT-ENERGY|KTFF37|4|
KT-ENERGY|KT-FINANCE|4|
KT-ENERGY|KTFIX-1Y3Y|4|
KT-ENERGY|KTFIXPLUS-A|4|
KT-ENERGY|KTFIXPLUS-D|4|
KT-ENERGY|KTFIXPLUS-I|4|
KT-ENERGY|KT-FLEX|4|
KT-ENERGY|KT-GMO-A|4|
KT-ENERGY|KT-GOLD|4|
KT-ENERGY|KT-GOLD RMF|4|
KT-ENERGY|KT-HEALTHC RMF|4|
KT-ENERGY|KT-HEALTHCARE-A|4|
KT-ENERGY|KT-HiDiv|4|
KT-ENERGY|KT-HiDiv RMF|4|
KT-ENERGY|KT-IGF-R|4|
KT-ENERGY|KTILB|4|
KT-ENERGY|KTILF|4|
KT-ENERGY|KT-INDIA-A|4|
KT-ENERGY|KT-INDIA-D|4|
KT-ENERGY|KT-JAPAN-A|4|
KT-ENERGY|KT-JAPAN-D|4|
KT-ENERGY|KTLF|4|
KT-ENERGY|KTLF70/30|4|
KT-ENERGY|KT-mai|4|
KT-ENERGY|KT-MINING|4|
KT-ENERGY|KTMSEQ|4|
KT-ENERGY|KT-OIL|4|
KT-ENERGY|KTOIL5-1|4|
KT-ENERGY|KT-PIF RMF|4|
KT-ENERGY|KT-PIF-A|4|
KT-ENERGY|KT-PIF-D|4|
KT-ENERGY|KTPLUS|4|
KT-ENERGY|KT-PRECIOUS|4|
KT-ENERGY|KT-PROPERTY|4|
KT-ENERGY|KT-PROPERTY RMF|4|
KT-ENERGY|KTSE|4|
KT-ENERGY|KTSE-LTF|4|
KT-ENERGY|KTSE-RMF|4|
KT-ENERGY|KT-SET50-A|4|
KT-ENERGY|KTSET50RMF|4|
KT-ENERGY|KTSF|4|
KT-ENERGY|KTSS|4|
KT-ENERGY|KT-ST|4|
KT-ENERGY|KTSTPLUS-A|4|
KT-ENERGY|KTSV|4|
KT-ENERGY|KT-US-A|4|
KT-ENERGY|KT-WCORP|4|
KT-ENERGY|KT-WEQ|4|
KT-ENERGY|KT-WEQ RMF|4|
KT-ENERGY|KTWG-A|4|
KT-ENERGY|RMF1|4|
KT-ENERGY|RMF2|4|
KT-ENERGY|RMF3|4|
KT-ENERGY|RMF4|4|
KT-ENERGY|TOF|4|
KT-EURO|KSET50LTF|4|
KT-EURO|KSLTF|4|
KT-EURO|KSRMF|4|
KT-EURO|KT25/75-A|4|
KT-EURO|KT25/75-R|4|
KT-EURO|KT25/75RMF|4|
KT-EURO|KT-AASIA-A|4|
KT-EURO|KT-AGRI|4|
KT-EURO|KT-ASEAN-A|4|
KT-EURO|KT-BOND|4|
KT-EURO|KT-BOND RMF|4|
KT-EURO|KT-CHINA RMF|4|
KT-EURO|KT-CLMVT-A|4|
KT-EURO|KT-CLMVT-D|4|
KT-EURO|KTEF|4|
KT-EURO|KTEF-LTF|4|
KT-EURO|KTEF-RMF|4|
KT-EURO|KT-ENERGY|4|
KT-EURO|KTFF174|4|
KT-EURO|KTFF37|4|
KT-EURO|KT-FINANCE|4|
KT-EURO|KTFIX-1Y3Y|4|
KT-EURO|KTFIXPLUS-A|4|
KT-EURO|KTFIXPLUS-D|4|
KT-EURO|KTFIXPLUS-I|4|
KT-EURO|KT-FLEX|4|
KT-EURO|KT-GMO-A|4|
KT-EURO|KT-GOLD|4|
KT-EURO|KT-GOLD RMF|4|
KT-EURO|KT-HEALTHC RMF|4|
KT-EURO|KT-HEALTHCARE-A|4|
KT-EURO|KT-HiDiv|4|
KT-EURO|KT-HiDiv RMF|4|
KT-EURO|KT-IGF-R|4|
KT-EURO|KTILB|4|
KT-EURO|KTILF|4|
KT-EURO|KT-INDIA-A|4|
KT-EURO|KT-INDIA-D|4|
KT-EURO|KT-JAPAN-A|4|
KT-EURO|KT-JAPAN-D|4|
KT-EURO|KTLF|4|
KT-EURO|KTLF70/30|4|
KT-EURO|KT-mai|4|
KT-EURO|KT-MINING|4|
KT-EURO|KTMSEQ|4|
KT-EURO|KT-OIL|4|
KT-EURO|KTOIL5-1|4|
KT-EURO|KT-PIF RMF|4|
KT-EURO|KT-PIF-A|4|
KT-EURO|KT-PIF-D|4|
KT-EURO|KTPLUS|4|
KT-EURO|KT-PRECIOUS|4|
KT-EURO|KT-PROPERTY|4|
KT-EURO|KT-PROPERTY RMF|4|
KT-EURO|KTSE|4|
KT-EURO|KTSE-LTF|4|
KT-EURO|KTSE-RMF|4|
KT-EURO|KT-SET50-A|4|
KT-EURO|KTSET50RMF|4|
KT-EURO|KTSF|4|
KT-EURO|KTSS|4|
KT-EURO|KT-ST|4|
KT-EURO|KTSTPLUS-A|4|
KT-EURO|KTSV|4|
KT-EURO|KT-US-A|4|
KT-EURO|KT-WCORP|4|
KT-EURO|KT-WEQ|4|
KT-EURO|KT-WEQ RMF|4|
KT-EURO|KTWG-A|4|
KT-EURO|RMF1|4|
KT-EURO|RMF2|4|
KT-EURO|RMF3|4|
KT-EURO|RMF4|4|
KT-EURO|TOF|4|
KTFF174|KSET50LTF|0|
KTFF174|KSLTF|0|
KTFF174|KSRMF|0|
KTFF174|KT25/75-A|0|
KTFF174|KT25/75-R|0|
KTFF174|KT25/75RMF|0|
KTFF174|KT-AASIA-A|0|
KTFF174|KT-AGRI|0|
KTFF174|KT-ASEAN-A|0|
KTFF174|KT-BOND|0|
KTFF174|KT-BOND RMF|0|
KTFF174|KT-CHINA RMF|0|
KTFF174|KT-CLMVT-A|0|
KTFF174|KT-CLMVT-D|0|
KTFF174|KTEF|0|
KTFF174|KTEF-LTF|0|
KTFF174|KTEF-RMF|0|
KTFF174|KT-ENERGY|0|
KTFF174|KT-EURO|0|
KTFF174|KTFF37|0|
KTFF174|KT-FINANCE|0|
KTFF174|KTFIX-1Y3Y|0|
KTFF174|KTFIXPLUS-A|0|
KTFF174|KTFIXPLUS-D|0|
KTFF174|KTFIXPLUS-I|0|
KTFF174|KT-FLEX|0|
KTFF174|KT-GMO-A|0|
KTFF174|KT-GOLD|0|
KTFF174|KT-GOLD RMF|0|
KTFF174|KT-HEALTHC RMF|0|
KTFF174|KT-HEALTHCARE-A|0|
KTFF174|KT-HiDiv|0|
KTFF174|KT-HiDiv RMF|0|
KTFF174|KT-IGF-R|0|
KTFF174|KTILB|0|
KTFF174|KTILF|0|
KTFF174|KT-INDIA-A|0|
KTFF174|KT-INDIA-D|0|
KTFF174|KT-JAPAN-A|0|
KTFF174|KT-JAPAN-D|0|
KTFF174|KTLF|0|
KTFF174|KTLF70/30|0|
KTFF174|KT-mai|0|
KTFF174|KT-MINING|0|
KTFF174|KTMSEQ|0|
KTFF174|KT-OIL|0|
KTFF174|KTOIL5-1|0|
KTFF174|KT-OPP-A|0|
KTFF174|KT-OPP-D|0|
KTFF174|KT-PIF RMF|0|
KTFF174|KT-PIF-A|0|
KTFF174|KT-PIF-D|0|
KTFF174|KTPLUS|0|
KTFF174|KT-PRECIOUS|0|
KTFF174|KT-PROPERTY|0|
KTFF174|KT-PROPERTY RMF|0|
KTFF174|KTSE|0|
KTFF174|KTSE-LTF|0|
KTFF174|KTSE-RMF|0|
KTFF174|KT-SET50-A|0|
KTFF174|KTSET50RMF|0|
KTFF174|KTSF|0|
KTFF174|KTSS|0|
KTFF174|KT-ST|0|
KTFF174|KTSTPLUS-A|0|
KTFF174|KTSV|0|
KTFF174|KT-US-A|0|
KTFF174|KT-WCORP|0|
KTFF174|KT-WEQ|0|
KTFF174|KT-WEQ RMF|0|
KTFF174|KTWG-A|0|
KTFF174|RMF1|0|
KTFF174|RMF2|0|
KTFF174|RMF3|0|
KTFF174|RMF4|0|
KTFF174|TOF|0|
KTFF37|KSET50LTF|0|
KTFF37|KSLTF|0|
KTFF37|KSRMF|0|
KTFF37|KT25/75-A|0|
KTFF37|KT25/75-R|0|
KTFF37|KT25/75RMF|0|
KTFF37|KT-AASIA-A|0|
KTFF37|KT-AGRI|0|
KTFF37|KT-ASEAN-A|0|
KTFF37|KT-BOND|0|
KTFF37|KT-BOND RMF|0|
KTFF37|KT-CHINA RMF|0|
KTFF37|KT-CLMVT-A|0|
KTFF37|KT-CLMVT-D|0|
KTFF37|KTEF|0|
KTFF37|KTEF-LTF|0|
KTFF37|KTEF-RMF|0|
KTFF37|KT-ENERGY|0|
KTFF37|KT-EURO|0|
KTFF37|KTFF174|0|
KTFF37|KT-FINANCE|0|
KTFF37|KTFIX-1Y3Y|0|
KTFF37|KTFIXPLUS-A|0|
KTFF37|KTFIXPLUS-D|0|
KTFF37|KTFIXPLUS-I|0|
KTFF37|KT-FLEX|0|
KTFF37|KT-GMO-A|0|
KTFF37|KT-GOLD|0|
KTFF37|KT-GOLD RMF|0|
KTFF37|KT-HEALTHC RMF|0|
KTFF37|KT-HEALTHCARE-A|0|
KTFF37|KT-HiDiv|0|
KTFF37|KT-HiDiv RMF|0|
KTFF37|KT-IGF-R|0|
KTFF37|KTILB|0|
KTFF37|KTILF|0|
KTFF37|KT-INDIA-A|0|
KTFF37|KT-INDIA-D|0|
KTFF37|KT-JAPAN-A|0|
KTFF37|KT-JAPAN-D|0|
KTFF37|KTLF|0|
KTFF37|KTLF70/30|0|
KTFF37|KT-mai|0|
KTFF37|KT-MINING|0|
KTFF37|KTMSEQ|0|
KTFF37|KT-OIL|0|
KTFF37|KTOIL5-1|0|
KTFF37|KT-OPP-A|0|
KTFF37|KT-OPP-D|0|
KTFF37|KT-PIF RMF|0|
KTFF37|KT-PIF-A|0|
KTFF37|KT-PIF-D|0|
KTFF37|KTPLUS|0|
KTFF37|KT-PRECIOUS|0|
KTFF37|KT-PROPERTY|0|
KTFF37|KT-PROPERTY RMF|0|
KTFF37|KTSE|0|
KTFF37|KTSE-LTF|0|
KTFF37|KTSE-RMF|0|
KTFF37|KT-SET50-A|0|
KTFF37|KTSET50RMF|0|
KTFF37|KTSF|0|
KTFF37|KTSS|0|
KTFF37|KT-ST|0|
KTFF37|KTSTPLUS-A|0|
KTFF37|KTSV|0|
KTFF37|KT-US-A|0|
KTFF37|KT-WCORP|0|
KTFF37|KT-WEQ|0|
KTFF37|KT-WEQ RMF|0|
KTFF37|KTWG-A|0|
KTFF37|RMF1|0|
KTFF37|RMF2|0|
KTFF37|RMF3|0|
KTFF37|RMF4|0|
KTFF37|TOF|0|
KT-FINANCE|KSET50LTF|5|
KT-FINANCE|KSLTF|5|
KT-FINANCE|KSRMF|5|
KT-FINANCE|KT25/75-A|5|
KT-FINANCE|KT25/75-R|5|
KT-FINANCE|KT25/75RMF|5|
KT-FINANCE|KT-AASIA-A|5|
KT-FINANCE|KT-AGRI|5|
KT-FINANCE|KT-ASEAN-A|5|
KT-FINANCE|KT-BOND|5|
KT-FINANCE|KT-BOND RMF|5|
KT-FINANCE|KT-CHINA RMF|5|
KT-FINANCE|KT-CLMVT-A|5|
KT-FINANCE|KT-CLMVT-D|5|
KT-FINANCE|KTEF|5|
KT-FINANCE|KTEF-LTF|5|
KT-FINANCE|KTEF-RMF|5|
KT-FINANCE|KT-ENERGY|5|
KT-FINANCE|KT-EURO|5|
KT-FINANCE|KTFF174|5|
KT-FINANCE|KTFF37|5|
KT-FINANCE|KTFIX-1Y3Y|5|
KT-FINANCE|KTFIXPLUS-A|5|
KT-FINANCE|KTFIXPLUS-D|5|
KT-FINANCE|KTFIXPLUS-I|5|
KT-FINANCE|KT-FLEX|5|
KT-FINANCE|KT-GMO-A|5|
KT-FINANCE|KT-GOLD|5|
KT-FINANCE|KT-GOLD RMF|5|
KT-FINANCE|KT-HEALTHC RMF|5|
KT-FINANCE|KT-HEALTHCARE-A|5|
KT-FINANCE|KT-HiDiv|5|
KT-FINANCE|KT-HiDiv RMF|5|
KT-FINANCE|KT-IGF-R|5|
KT-FINANCE|KTILB|5|
KT-FINANCE|KTILF|5|
KT-FINANCE|KT-INDIA-A|5|
KT-FINANCE|KT-INDIA-D|5|
KT-FINANCE|KT-JAPAN-A|5|
KT-FINANCE|KT-JAPAN-D|5|
KT-FINANCE|KTLF|5|
KT-FINANCE|KTLF70/30|5|
KT-FINANCE|KT-mai|5|
KT-FINANCE|KT-MINING|5|
KT-FINANCE|KTMSEQ|5|
KT-FINANCE|KT-OIL|5|
KT-FINANCE|KTOIL5-1|5|
KT-FINANCE|KT-PIF RMF|5|
KT-FINANCE|KT-PIF-A|5|
KT-FINANCE|KT-PIF-D|5|
KT-FINANCE|KTPLUS|5|
KT-FINANCE|KT-PRECIOUS|5|
KT-FINANCE|KT-PROPERTY|5|
KT-FINANCE|KT-PROPERTY RMF|5|
KT-FINANCE|KTSE|5|
KT-FINANCE|KTSE-LTF|5|
KT-FINANCE|KTSE-RMF|5|
KT-FINANCE|KT-SET50-A|5|
KT-FINANCE|KTSET50RMF|5|
KT-FINANCE|KTSF|5|
KT-FINANCE|KTSS|5|
KT-FINANCE|KT-ST|5|
KT-FINANCE|KTSTPLUS-A|5|
KT-FINANCE|KTSV|5|
KT-FINANCE|KT-US-A|5|
KT-FINANCE|KT-WCORP|5|
KT-FINANCE|KT-WEQ|5|
KT-FINANCE|KT-WEQ RMF|5|
KT-FINANCE|KTWG-A|5|
KT-FINANCE|RMF1|5|
KT-FINANCE|RMF2|5|
KT-FINANCE|RMF3|5|
KT-FINANCE|RMF4|5|
KT-FINANCE|TOF|5|
KTFIX-1Y3Y|KSET50LTF|0|
KTFIX-1Y3Y|KSLTF|0|
KTFIX-1Y3Y|KSRMF|0|
KTFIX-1Y3Y|KT25/75-A|0|
KTFIX-1Y3Y|KT25/75-R|0|
KTFIX-1Y3Y|KT25/75RMF|0|
KTFIX-1Y3Y|KT-AASIA-A|0|
KTFIX-1Y3Y|KT-AGRI|0|
KTFIX-1Y3Y|KT-ASEAN-A|0|
KTFIX-1Y3Y|KT-BOND|0|
KTFIX-1Y3Y|KT-BOND RMF|0|
KTFIX-1Y3Y|KT-CHINA RMF|0|
KTFIX-1Y3Y|KT-CLMVT-A|0|
KTFIX-1Y3Y|KT-CLMVT-D|0|
KTFIX-1Y3Y|KTEF|0|
KTFIX-1Y3Y|KTEF-LTF|0|
KTFIX-1Y3Y|KTEF-RMF|0|
KTFIX-1Y3Y|KT-ENERGY|0|
KTFIX-1Y3Y|KT-EURO|0|
KTFIX-1Y3Y|KTFF174|0|
KTFIX-1Y3Y|KTFF37|0|
KTFIX-1Y3Y|KT-FINANCE|0|
KTFIX-1Y3Y|KTFIX3M1|0|
KTFIX-1Y3Y|KTFIX3M2|0|
KTFIX-1Y3Y|KTFIX3M3|0|
KTFIX-1Y3Y|KTFIXPLUS-A|0|
KTFIX-1Y3Y|KTFIXPLUS-D|0|
KTFIX-1Y3Y|KTFIXPLUS-I|0|
KTFIX-1Y3Y|KT-FLEX|0|
KTFIX-1Y3Y|KT-GMO-A|0|
KTFIX-1Y3Y|KT-GOLD|0|
KTFIX-1Y3Y|KT-GOLD RMF|0|
KTFIX-1Y3Y|KT-HEALTHC RMF|0|
KTFIX-1Y3Y|KT-HEALTHCARE-A|0|
KTFIX-1Y3Y|KT-HiDiv|0|
KTFIX-1Y3Y|KT-HiDiv RMF|0|
KTFIX-1Y3Y|KT-IGF-R|0|
KTFIX-1Y3Y|KTILB|0|
KTFIX-1Y3Y|KTILF|0|
KTFIX-1Y3Y|KT-INDIA-A|0|
KTFIX-1Y3Y|KT-INDIA-D|0|
KTFIX-1Y3Y|KT-JAPAN-A|0|
KTFIX-1Y3Y|KT-JAPAN-D|0|
KTFIX-1Y3Y|KTLF|0|
KTFIX-1Y3Y|KTLF70/30|0|
KTFIX-1Y3Y|KT-mai|0|
KTFIX-1Y3Y|KT-MINING|0|
KTFIX-1Y3Y|KTMSEQ|0|
KTFIX-1Y3Y|KT-OIL|0|
KTFIX-1Y3Y|KTOIL5-1|0|
KTFIX-1Y3Y|KT-PIF RMF|0|
KTFIX-1Y3Y|KT-PIF-A|0|
KTFIX-1Y3Y|KT-PIF-D|0|
KTFIX-1Y3Y|KTPLUS|0|
KTFIX-1Y3Y|KT-PRECIOUS|0|
KTFIX-1Y3Y|KT-PROPERTY|0|
KTFIX-1Y3Y|KT-PROPERTY RMF|0|
KTFIX-1Y3Y|KTSE|0|
KTFIX-1Y3Y|KTSE-LTF|0|
KTFIX-1Y3Y|KTSE-RMF|0|
KTFIX-1Y3Y|KT-SET50-A|0|
KTFIX-1Y3Y|KTSET50RMF|0|
KTFIX-1Y3Y|KTSF|0|
KTFIX-1Y3Y|KTSIV3M1|0|
KTFIX-1Y3Y|KTSIV3M2|0|
KTFIX-1Y3Y|KTSIV3M3|0|
KTFIX-1Y3Y|KTSIV6M1|0|
KTFIX-1Y3Y|KTSIV6M2|0|
KTFIX-1Y3Y|KTSIV6M3|0|
KTFIX-1Y3Y|KTSIV6M4|0|
KTFIX-1Y3Y|KTSIV6M5|0|
KTFIX-1Y3Y|KTSIV6M6|0|
KTFIX-1Y3Y|KTSS|0|
KTFIX-1Y3Y|KT-ST|0|
KTFIX-1Y3Y|KTSTPLUS-A|0|
KTFIX-1Y3Y|KTSV|0|
KTFIX-1Y3Y|KT-US-A|0|
KTFIX-1Y3Y|KT-WCORP|0|
KTFIX-1Y3Y|KT-WEQ|0|
KTFIX-1Y3Y|KT-WEQ RMF|0|
KTFIX-1Y3Y|KTWG-A|0|
KTFIX-1Y3Y|RMF1|0|
KTFIX-1Y3Y|RMF2|0|
KTFIX-1Y3Y|RMF3|0|
KTFIX-1Y3Y|RMF4|0|
KTFIX-1Y3Y|TOF|0|
KTFIXPLUS-A|KSET50LTF|0|
KTFIXPLUS-A|KSLTF|0|
KTFIXPLUS-A|KSRMF|0|
KTFIXPLUS-A|KT25/75-A|0|
KTFIXPLUS-A|KT25/75-R|0|
KTFIXPLUS-A|KT25/75RMF|0|
KTFIXPLUS-A|KT-AASIA-A|2|
KTFIXPLUS-A|KT-AGRI|2|
KTFIXPLUS-A|KT-ASEAN-A|2|
KTFIXPLUS-A|KT-BOND|2|
KTFIXPLUS-A|KT-BOND RMF|2|
KTFIXPLUS-A|KT-CHINA RMF|2|
KTFIXPLUS-A|KT-CLMVT-A|2|
KTFIXPLUS-A|KT-CLMVT-D|2|
KTFIXPLUS-A|KTEF|0|
KTFIXPLUS-A|KTEF-LTF|0|
KTFIXPLUS-A|KTEF-RMF|0|
KTFIXPLUS-A|KT-ENERGY|2|
KTFIXPLUS-A|KT-EURO|2|
KTFIXPLUS-A|KTFF174|2|
KTFIXPLUS-A|KTFF37|2|
KTFIXPLUS-A|KT-FINANCE|2|
KTFIXPLUS-A|KTFIX-1Y3Y|1|
KTFIXPLUS-A|KTFIXPLUS-D|0|
KTFIXPLUS-A|KTFIXPLUS-I|0|
KTFIXPLUS-A|KT-FLEX|0|
KTFIXPLUS-A|KT-GMO-A|2|
KTFIXPLUS-A|KT-GOLD|2|
KTFIXPLUS-A|KT-GOLD RMF|2|
KTFIXPLUS-A|KT-HEALTHC RMF|2|
KTFIXPLUS-A|KT-HEALTHCARE-A|2|
KTFIXPLUS-A|KT-HiDiv|0|
KTFIXPLUS-A|KT-HiDiv RMF|0|
KTFIXPLUS-A|KT-IGF-R|2|
KTFIXPLUS-A|KTILB|2|
KTFIXPLUS-A|KTILF|1|
KTFIXPLUS-A|KT-INDIA-A|2|
KTFIXPLUS-A|KT-INDIA-D|2|
KTFIXPLUS-A|KT-JAPAN-A|2|
KTFIXPLUS-A|KT-JAPAN-D|2|
KTFIXPLUS-A|KTLF|0|
KTFIXPLUS-A|KTLF70/30|0|
KTFIXPLUS-A|KT-mai|0|
KTFIXPLUS-A|KT-MINING|2|
KTFIXPLUS-A|KTMSEQ|0|
KTFIXPLUS-A|KT-OIL|2|
KTFIXPLUS-A|KTOIL5-1|2|
KTFIXPLUS-A|KT-PIF RMF|2|
KTFIXPLUS-A|KT-PIF-A|2|
KTFIXPLUS-A|KT-PIF-D|2|
KTFIXPLUS-A|KTPLUS|1|
KTFIXPLUS-A|KT-PRECIOUS|2|
KTFIXPLUS-A|KT-PROPERTY|2|
KTFIXPLUS-A|KT-PROPERTY RMF|2|
KTFIXPLUS-A|KTSE|0|
KTFIXPLUS-A|KTSE-LTF|0|
KTFIXPLUS-A|KTSE-RMF|0|
KTFIXPLUS-A|KT-SET50-A|0|
KTFIXPLUS-A|KTSET50RMF|0|
KTFIXPLUS-A|KTSF|0|
KTFIXPLUS-A|KTSS|1|
KTFIXPLUS-A|KT-ST|1|
KTFIXPLUS-A|KTSTPLUS-A|1|
KTFIXPLUS-A|KTSV|1|
KTFIXPLUS-A|KT-US-A|2|
KTFIXPLUS-A|KT-WCORP|2|
KTFIXPLUS-A|KT-WEQ|2|
KTFIXPLUS-A|KT-WEQ RMF|2|
KTFIXPLUS-A|KTWG-A|2|
KTFIXPLUS-A|RMF1|0|
KTFIXPLUS-A|RMF2|0|
KTFIXPLUS-A|RMF3|0|
KTFIXPLUS-A|RMF4|1|
KTFIXPLUS-A|TOF|2|
KTFIXPLUS-D|KSET50LTF|0|
KTFIXPLUS-D|KSLTF|0|
KTFIXPLUS-D|KSRMF|0|
KTFIXPLUS-D|KT25/75-A|0|
KTFIXPLUS-D|KT25/75-R|0|
KTFIXPLUS-D|KT25/75RMF|0|
KTFIXPLUS-D|KT-AASIA-A|2|
KTFIXPLUS-D|KT-AGRI|2|
KTFIXPLUS-D|KT-ASEAN-A|2|
KTFIXPLUS-D|KT-BOND|2|
KTFIXPLUS-D|KT-BOND RMF|2|
KTFIXPLUS-D|KT-CHINA RMF|2|
KTFIXPLUS-D|KT-CLMVT-A|2|
KTFIXPLUS-D|KT-CLMVT-D|2|
KTFIXPLUS-D|KTEF|0|
KTFIXPLUS-D|KTEF-LTF|0|
KTFIXPLUS-D|KTEF-RMF|0|
KTFIXPLUS-D|KT-ENERGY|2|
KTFIXPLUS-D|KT-EURO|2|
KTFIXPLUS-D|KTFF174|2|
KTFIXPLUS-D|KTFF37|2|
KTFIXPLUS-D|KT-FINANCE|2|
KTFIXPLUS-D|KTFIX-1Y3Y|1|
KTFIXPLUS-D|KTFIXPLUS-A|0|
KTFIXPLUS-D|KTFIXPLUS-I|0|
KTFIXPLUS-D|KT-FLEX|0|
KTFIXPLUS-D|KT-GMO-A|2|
KTFIXPLUS-D|KT-GOLD|2|
KTFIXPLUS-D|KT-GOLD RMF|2|
KTFIXPLUS-D|KT-HEALTHC RMF|2|
KTFIXPLUS-D|KT-HEALTHCARE-A|2|
KTFIXPLUS-D|KT-HiDiv|0|
KTFIXPLUS-D|KT-HiDiv RMF|0|
KTFIXPLUS-D|KT-IGF-R|2|
KTFIXPLUS-D|KTILB|2|
KTFIXPLUS-D|KTILF|1|
KTFIXPLUS-D|KT-INDIA-A|2|
KTFIXPLUS-D|KT-INDIA-D|2|
KTFIXPLUS-D|KT-JAPAN-A|2|
KTFIXPLUS-D|KT-JAPAN-D|2|
KTFIXPLUS-D|KTLF|0|
KTFIXPLUS-D|KTLF70/30|0|
KTFIXPLUS-D|KT-mai|0|
KTFIXPLUS-D|KT-MINING|2|
KTFIXPLUS-D|KTMSEQ|0|
KTFIXPLUS-D|KT-OIL|2|
KTFIXPLUS-D|KTOIL5-1|2|
KTFIXPLUS-D|KT-PIF RMF|2|
KTFIXPLUS-D|KT-PIF-A|2|
KTFIXPLUS-D|KT-PIF-D|2|
KTFIXPLUS-D|KTPLUS|1|
KTFIXPLUS-D|KT-PRECIOUS|2|
KTFIXPLUS-D|KT-PROPERTY|2|
KTFIXPLUS-D|KT-PROPERTY RMF|2|
KTFIXPLUS-D|KTSE|0|
KTFIXPLUS-D|KTSE-LTF|0|
KTFIXPLUS-D|KTSE-RMF|0|
KTFIXPLUS-D|KT-SET50-A|0|
KTFIXPLUS-D|KTSET50RMF|0|
KTFIXPLUS-D|KTSF|0|
KTFIXPLUS-D|KTSS|1|
KTFIXPLUS-D|KT-ST|1|
KTFIXPLUS-D|KTSTPLUS-A|1|
KTFIXPLUS-D|KTSV|1|
KTFIXPLUS-D|KT-US-A|2|
KTFIXPLUS-D|KT-WCORP|2|
KTFIXPLUS-D|KT-WEQ|2|
KTFIXPLUS-D|KT-WEQ RMF|2|
